time,Naive T-cells,helper T-cells,cytotoxic cells,Treg-cells,Naive Dendritic cells,Dendritic cells,Macrophages,Cancer,Necrotic cells,\mu_1,\mu_2,HMGB1,IFN-\gamma,TNF-eta,5-FU,IR,LV
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.1,0.9998136134288907,1.0036768954935746,1.00590098512131,0.9451681306372125,0.9994090139216002,1.0002099652613636,1.000001867715715,0.9429714603660985,1.085521195764176,1.0000046271177714,0.998637552622841,1.0657811174720568,1.0024407387213732,0.991974114813273,1.687257862404769,253.3449230220961,646.2056231450019
0.2,0.9980882798997767,1.0177277223426098,1.0262436570291091,0.8963936504871588,0.9952015168817541,1.001379683526437,1.0000218916523727,0.884457046676891,1.1732103572137975,1.000053548491948,0.9947493308346126,1.1541510126131236,1.015882086634261,0.9863651547858724,2.1365856022057756,200.5839929533151,481.4587216987442
0.30000000000000004,0.9952469507977677,1.0357765373017236,1.0536845365384484,0.8647145262051784,0.9882531384152611,1.0032577029055074,1.0000736561786039,0.8401499852689328,1.2395365577612254,1.000177587434265,0.9902521204548121,1.2214301003262693,1.0366139255711795,0.9813235542001001,2.5659156610436984,159.50909833322078,356.60964245137495
0.4,0.9912372085714951,1.055257836152738,1.0836971118445435,0.8453394509705188,0.9799089737250462,1.0055100228944753,1.0001619885104036,0.8061216023379764,1.2904031142848256,1.0003848762374064,0.9861541340660233,1.2729713609289148,1.0604064744551516,0.98081039014486,2.985850445125882,127.2389822626468,262.64246630761966
0.5,0.9861741769466782,1.0743814833001248,1.113136333796014,0.8349255105299441,0.9710569828325143,1.007915228087129,1.0002874138178202,0.7797081131824593,1.3298140213101772,1.0006728586038205,0.9828768467470104,1.3128831297632289,1.084445089236199,0.9794091324976099,3.3759430876507746,101.71690693205046,192.42889390874532
0.6000000000000001,0.9802736853923872,1.0919119836691842,1.1398289853088688,0.8310428711793851,0.9622641035247497,1.0103305248959538,1.0004474853681407,0.7590369100778025,1.3605848596140717,1.0010321010534884,0.9805327705311653,1.3440375191262224,1.1067792430621453,0.9744604289400245,3.721085529101224,81.43365526420065,140.34354213244862
0.7000000000000001,0.9738011781469262,1.1070431868979156,1.1623559711042308,0.8318698586751408,0.9538777689431021,1.012666940739571,1.0006377813038085,0.742751580869715,1.3847555787347339,1.0014490453947023,0.9790791562543169,1.3685055227341176,1.1261058445602392,0.9736131306379011,4.013365015335443,65.25741589248564,101.96735084255259
0.8,0.9670329903512249,1.1193149271311391,1.179912922742594,0.8360142387706027,0.9460961314307066,1.0148722272945994,1.0008526943577218,0.729846869874245,1.403838315675817,1.0019080867133845,0.9784024712981769,1.3878174975026794,1.1416421091065398,0.9748862964238048,4.251750607409819,52.32465290730042,73.86027872851797
0.9,0.9602291404605754,1.1285464668599707,1.1921981158522579,0.8424008721283969,0.9390169535230883,1.016918973138165,1.0010860679233722,0.7195653403914406,1.4189726138113823,1.0023931600327445,0.9783641753746478,1.4031249174000573,1.1530307821884953,0.976028276432954,4.44028431449272,41.96747725985224,53.37640961114084
1.0,0.9536158813588789,1.1347760613940279,1.1993074729252868,0.8501987571374245,0.9326717449517715,1.0187962999635998,1.0013316986821656,0.711329609996111,1.4310272426728223,1.0028889229052937,0.9788248555232542,1.415305435667387,1.160255153009144,0.9773013369083335,4.585826632188567,33.66376561999376,38.50691249278266
